城市,年齡,年份,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,癌症,人數,費用,年份,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用,,人數,費用
嘉義縣太保市,85歲以上,2014,氣管、支氣管和肺癌,2,0,肝和肝內膽管癌,5,376737,結腸、直腸和肛門癌,6,5475,胃癌,0,0,口腔癌,0,0,女性乳癌,0,0,食道癌,0,0,胰臟癌,1,6242,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,18185,鼻咽癌,0,0,膀胱癌,3,44447,卵巢癌,1,181573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣太保市,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,65~69歲,2014,氣管、支氣管和肺癌,5,251612,肝和肝內膽管癌,10,357646,結腸、直腸和肛門癌,12,389095,胃癌,1,0,口腔癌,0,0,女性乳癌,12,179532,食道癌,0,0,胰臟癌,1,6163,非何杰金氏淋巴瘤,3,298556,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,21011,鼻咽癌,0,920,膀胱癌,2,20989,卵巢癌,2,242070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,70~74歲,2014,氣管、支氣管和肺癌,7,494869,肝和肝內膽管癌,13,1358097,結腸、直腸和肛門癌,14,372380,胃癌,4,155483,口腔癌,1,31420,女性乳癌,15,360579,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,2,501512,前列腺(攝護腺)癌,0,0,白血病,1,992421,子宮頸及部位未明示子宮癌,2,372865,鼻咽癌,0,0,膀胱癌,1,87381,卵巢癌,2,2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,75~79歲,2014,氣管、支氣管和肺癌,10,742993,肝和肝內膽管癌,18,516287,結腸、直腸和肛門癌,25,1519398,胃癌,3,58555,口腔癌,0,0,女性乳癌,11,659683,食道癌,0,0,胰臟癌,2,0,非何杰金氏淋巴瘤,5,1410779,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,16658,鼻咽癌,0,0,膀胱癌,2,78690,卵巢癌,1,48373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,80~84歲,2014,氣管、支氣管和肺癌,6,818769,肝和肝內膽管癌,12,135923,結腸、直腸和肛門癌,21,730258,胃癌,0,0,口腔癌,0,0,女性乳癌,8,839674,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,342966,子宮頸及部位未明示子宮癌,0,0,鼻咽癌,1,0,膀胱癌,4,47182,卵巢癌,1,3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,85歲以上,2014,氣管、支氣管和肺癌,5,846698,肝和肝內膽管癌,2,118449,結腸、直腸和肛門癌,16,852236,胃癌,1,0,口腔癌,2,1740,女性乳癌,0,32046,食道癌,0,0,胰臟癌,4,110383,非何杰金氏淋巴瘤,3,590947,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,2,290277,鼻咽癌,0,0,膀胱癌,1,39042,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣朴子市,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,65~69歲,2014,氣管、支氣管和肺癌,6,965999,肝和肝內膽管癌,8,324735,結腸、直腸和肛門癌,11,234253,胃癌,0,0,口腔癌,0,0,女性乳癌,9,528185,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,245488,子宮頸及部位未明示子宮癌,5,418392,鼻咽癌,2,13427,膀胱癌,3,14876,卵巢癌,3,87599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,70~74歲,2014,氣管、支氣管和肺癌,17,3135134,肝和肝內膽管癌,9,204268,結腸、直腸和肛門癌,11,362642,胃癌,1,0,口腔癌,0,0,女性乳癌,10,896945,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,1,52685,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,320104,鼻咽癌,0,0,膀胱癌,13,1181969,卵巢癌,0,19374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,75~79歲,2014,氣管、支氣管和肺癌,13,2727708,肝和肝內膽管癌,8,98723,結腸、直腸和肛門癌,15,592699,胃癌,1,14040,口腔癌,3,22867,女性乳癌,6,148116,食道癌,0,0,胰臟癌,1,184118,非何杰金氏淋巴瘤,1,89038,前列腺(攝護腺)癌,0,0,白血病,2,618224,子宮頸及部位未明示子宮癌,4,10336,鼻咽癌,0,0,膀胱癌,12,519640,卵巢癌,1,76469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,80~84歲,2014,氣管、支氣管和肺癌,8,1055134,肝和肝內膽管癌,4,303552,結腸、直腸和肛門癌,12,117362,胃癌,1,43900,口腔癌,1,16776,女性乳癌,1,70300,食道癌,0,0,胰臟癌,6,200162,非何杰金氏淋巴瘤,2,296003,前列腺(攝護腺)癌,0,0,白血病,1,671,子宮頸及部位未明示子宮癌,3,40900,鼻咽癌,2,20582,膀胱癌,6,98124,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,85歲以上,2014,氣管、支氣管和肺癌,4,74285,肝和肝內膽管癌,4,31495,結腸、直腸和肛門癌,12,223223,胃癌,2,30346,口腔癌,0,0,女性乳癌,2,0,食道癌,0,0,胰臟癌,3,130372,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,0,1711,鼻咽癌,0,0,膀胱癌,1,74160,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣布袋鎮,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,65~69歲,2014,氣管、支氣管和肺癌,3,940752,肝和肝內膽管癌,5,485162,結腸、直腸和肛門癌,7,393099,胃癌,0,1180,口腔癌,2,651524,女性乳癌,17,1142776,食道癌,0,0,胰臟癌,1,876105,非何杰金氏淋巴瘤,2,2256,前列腺(攝護腺)癌,0,0,白血病,4,2078072,子宮頸及部位未明示子宮癌,0,36645,鼻咽癌,3,85880,膀胱癌,1,0,卵巢癌,0,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,70~74歲,2014,氣管、支氣管和肺癌,5,120851,肝和肝內膽管癌,12,686627,結腸、直腸和肛門癌,10,626095,胃癌,2,14646,口腔癌,1,254935,女性乳癌,12,568808,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,204378,前列腺(攝護腺)癌,0,0,白血病,1,455840,子宮頸及部位未明示子宮癌,3,166353,鼻咽癌,0,0,膀胱癌,1,3812,卵巢癌,2,20005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,75~79歲,2014,氣管、支氣管和肺癌,4,1156690,肝和肝內膽管癌,7,643887,結腸、直腸和肛門癌,12,820313,胃癌,2,643785,口腔癌,1,356290,女性乳癌,12,196759,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,16067,前列腺(攝護腺)癌,0,0,白血病,1,282801,子宮頸及部位未明示子宮癌,5,1294,鼻咽癌,0,0,膀胱癌,4,114450,卵巢癌,0,7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,80~84歲,2014,氣管、支氣管和肺癌,3,58619,肝和肝內膽管癌,10,678557,結腸、直腸和肛門癌,7,541964,胃癌,1,267,口腔癌,0,9882,女性乳癌,6,278375,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,391377,前列腺(攝護腺)癌,0,0,白血病,1,232639,子宮頸及部位未明示子宮癌,1,1286,鼻咽癌,1,0,膀胱癌,4,496294,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,85歲以上,2014,氣管、支氣管和肺癌,7,1097571,肝和肝內膽管癌,6,157641,結腸、直腸和肛門癌,7,501817,胃癌,4,314584,口腔癌,0,0,女性乳癌,2,0,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,0,1528881,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,3,16857,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣大林鎮,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,65~69歲,2014,氣管、支氣管和肺癌,9,1990297,肝和肝內膽管癌,9,440475,結腸、直腸和肛門癌,11,276179,胃癌,2,23751,口腔癌,2,435641,女性乳癌,15,1446429,食道癌,1,0,胰臟癌,2,7807,非何杰金氏淋巴瘤,4,172848,前列腺(攝護腺)癌,0,0,白血病,1,209798,子宮頸及部位未明示子宮癌,5,350319,鼻咽癌,2,45844,膀胱癌,3,225112,卵巢癌,4,32991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,70~74歲,2014,氣管、支氣管和肺癌,9,2925424,肝和肝內膽管癌,13,805670,結腸、直腸和肛門癌,17,1086194,胃癌,2,18915,口腔癌,2,268461,女性乳癌,22,2002196,食道癌,1,0,胰臟癌,1,346277,非何杰金氏淋巴瘤,7,979619,前列腺(攝護腺)癌,0,0,白血病,2,909550,子宮頸及部位未明示子宮癌,7,68184,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,2,389067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,75~79歲,2014,氣管、支氣管和肺癌,11,1807183,肝和肝內膽管癌,14,1251091,結腸、直腸和肛門癌,19,1415721,胃癌,3,124078,口腔癌,1,4160,女性乳癌,12,835499,食道癌,0,0,胰臟癌,2,81249,非何杰金氏淋巴瘤,3,889999,前列腺(攝護腺)癌,0,0,白血病,1,1133740,子宮頸及部位未明示子宮癌,11,566817,鼻咽癌,1,1462,膀胱癌,7,81966,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,80~84歲,2014,氣管、支氣管和肺癌,8,1246873,肝和肝內膽管癌,10,1329649,結腸、直腸和肛門癌,21,357549,胃癌,7,124539,口腔癌,2,4617,女性乳癌,3,65199,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,950987,前列腺(攝護腺)癌,0,0,白血病,1,11742,子宮頸及部位未明示子宮癌,2,14551,鼻咽癌,1,2932,膀胱癌,3,0,卵巢癌,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,85歲以上,2014,氣管、支氣管和肺癌,1,304267,肝和肝內膽管癌,4,472398,結腸、直腸和肛門癌,11,295299,胃癌,1,5462,口腔癌,0,0,女性乳癌,4,67290,食道癌,0,0,胰臟癌,2,96949,非何杰金氏淋巴瘤,1,21600,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,3,250381,鼻咽癌,0,0,膀胱癌,2,3028,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣民雄鄉,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,65~69歲,2014,氣管、支氣管和肺癌,4,739101,肝和肝內膽管癌,6,112728,結腸、直腸和肛門癌,4,827961,胃癌,1,0,口腔癌,0,0,女性乳癌,7,1048959,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,336560,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,6709,鼻咽癌,1,5663,膀胱癌,2,33433,卵巢癌,1,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,70~74歲,2014,氣管、支氣管和肺癌,6,843416,肝和肝內膽管癌,7,591868,結腸、直腸和肛門癌,6,84119,胃癌,2,365827,口腔癌,0,0,女性乳癌,4,25261,食道癌,0,0,胰臟癌,2,371412,非何杰金氏淋巴瘤,2,0,前列腺(攝護腺)癌,0,0,白血病,0,1150,子宮頸及部位未明示子宮癌,1,1392,鼻咽癌,0,0,膀胱癌,1,206237,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,75~79歲,2014,氣管、支氣管和肺癌,3,787191,肝和肝內膽管癌,5,216217,結腸、直腸和肛門癌,6,149095,胃癌,1,0,口腔癌,0,0,女性乳癌,4,58214,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,2,22735,子宮頸及部位未明示子宮癌,2,321221,鼻咽癌,0,0,膀胱癌,2,77597,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,80~84歲,2014,氣管、支氣管和肺癌,3,567619,肝和肝內膽管癌,2,6962,結腸、直腸和肛門癌,9,475132,胃癌,4,19629,口腔癌,0,0,女性乳癌,0,210344,食道癌,0,0,胰臟癌,1,60848,非何杰金氏淋巴瘤,3,239133,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,20485,鼻咽癌,0,0,膀胱癌,2,117609,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,85歲以上,2014,氣管、支氣管和肺癌,3,627708,肝和肝內膽管癌,3,154845,結腸、直腸和肛門癌,1,10126,胃癌,0,0,口腔癌,1,0,女性乳癌,1,11376,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,127086,前列腺(攝護腺)癌,0,0,白血病,1,13313,子宮頸及部位未明示子宮癌,1,1876,鼻咽癌,2,167973,膀胱癌,4,449884,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣溪口鄉,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,65~69歲,2014,氣管、支氣管和肺癌,4,1283612,肝和肝內膽管癌,6,183126,結腸、直腸和肛門癌,11,339582,胃癌,4,42093,口腔癌,0,0,女性乳癌,14,751802,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,3,478459,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,167831,鼻咽癌,1,229983,膀胱癌,1,236197,卵巢癌,1,2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,70~74歲,2014,氣管、支氣管和肺癌,8,845243,肝和肝內膽管癌,9,355622,結腸、直腸和肛門癌,17,440592,胃癌,3,23808,口腔癌,2,83112,女性乳癌,6,807306,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,4,1539541,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,7309,鼻咽癌,2,14562,膀胱癌,1,3843,卵巢癌,3,189668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,75~79歲,2014,氣管、支氣管和肺癌,7,1277253,肝和肝內膽管癌,14,793186,結腸、直腸和肛門癌,16,915104,胃癌,5,11634,口腔癌,1,20653,女性乳癌,5,75695,食道癌,1,5139,胰臟癌,1,0,非何杰金氏淋巴瘤,4,229738,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,1,683,鼻咽癌,0,0,膀胱癌,7,665647,卵巢癌,2,2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,80~84歲,2014,氣管、支氣管和肺癌,7,762297,肝和肝內膽管癌,4,212919,結腸、直腸和肛門癌,17,490785,胃癌,2,138885,口腔癌,1,8525,女性乳癌,4,40158,食道癌,0,3016,胰臟癌,0,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,75910,鼻咽癌,1,377,膀胱癌,0,5072,卵巢癌,1,19910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,85歲以上,2014,氣管、支氣管和肺癌,5,158837,肝和肝內膽管癌,5,98191,結腸、直腸和肛門癌,6,43491,胃癌,2,10924,口腔癌,2,14828,女性乳癌,2,15844,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,9880,鼻咽癌,0,0,膀胱癌,1,49789,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣新港鄉,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,65~69歲,2014,氣管、支氣管和肺癌,2,131788,肝和肝內膽管癌,9,292482,結腸、直腸和肛門癌,6,750791,胃癌,2,165243,口腔癌,1,13736,女性乳癌,8,1234735,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,1,53202,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,4,113102,鼻咽癌,0,0,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,70~74歲,2014,氣管、支氣管和肺癌,9,794907,肝和肝內膽管癌,14,704116,結腸、直腸和肛門癌,18,603660,胃癌,7,1163342,口腔癌,1,0,女性乳癌,6,305199,食道癌,1,0,胰臟癌,2,1548,非何杰金氏淋巴瘤,2,648,前列腺(攝護腺)癌,0,0,白血病,2,1677883,子宮頸及部位未明示子宮癌,2,41192,鼻咽癌,1,23017,膀胱癌,2,15334,卵巢癌,1,140455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,75~79歲,2014,氣管、支氣管和肺癌,9,1520509,肝和肝內膽管癌,17,659725,結腸、直腸和肛門癌,13,1138296,胃癌,7,259694,口腔癌,2,617379,女性乳癌,7,43611,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,700791,前列腺(攝護腺)癌,0,0,白血病,1,409830,子宮頸及部位未明示子宮癌,2,2046,鼻咽癌,1,0,膀胱癌,4,288533,卵巢癌,0,6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,80~84歲,2014,氣管、支氣管和肺癌,4,197466,肝和肝內膽管癌,12,1587216,結腸、直腸和肛門癌,14,399188,胃癌,4,130530,口腔癌,1,1616,女性乳癌,5,51008,食道癌,0,0,胰臟癌,1,0,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,4,17358,鼻咽癌,0,0,膀胱癌,1,5579,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,85歲以上,2014,氣管、支氣管和肺癌,6,310202,肝和肝內膽管癌,5,117863,結腸、直腸和肛門癌,16,796020,胃癌,0,0,口腔癌,1,828,女性乳癌,2,27930,食道癌,0,0,胰臟癌,2,65814,非何杰金氏淋巴瘤,1,0,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,5,34674,鼻咽癌,0,0,膀胱癌,6,754749,卵巢癌,1,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣六腳鄉,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,65~69歲,2014,氣管、支氣管和肺癌,7,562017,肝和肝內膽管癌,8,35915,結腸、直腸和肛門癌,9,285015,胃癌,1,4303,口腔癌,0,0,女性乳癌,10,753568,食道癌,0,0,胰臟癌,1,12885,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,630,子宮頸及部位未明示子宮癌,5,60032,鼻咽癌,0,0,膀胱癌,1,38540,卵巢癌,2,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,70~74歲,2014,氣管、支氣管和肺癌,1,111358,肝和肝內膽管癌,17,1082186,結腸、直腸和肛門癌,20,715043,胃癌,0,0,口腔癌,1,27967,女性乳癌,5,288964,食道癌,0,0,胰臟癌,2,381435,非何杰金氏淋巴瘤,2,753035,前列腺(攝護腺)癌,0,0,白血病,1,299342,子宮頸及部位未明示子宮癌,5,4194,鼻咽癌,0,0,膀胱癌,3,172639,卵巢癌,1,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,75~79歲,2014,氣管、支氣管和肺癌,10,649302,肝和肝內膽管癌,13,643226,結腸、直腸和肛門癌,14,1025953,胃癌,3,14109,口腔癌,3,371219,女性乳癌,8,1404953,食道癌,0,0,胰臟癌,2,386984,非何杰金氏淋巴瘤,2,12743,前列腺(攝護腺)癌,0,0,白血病,1,111336,子宮頸及部位未明示子宮癌,3,23314,鼻咽癌,0,0,膀胱癌,9,553400,卵巢癌,2,300855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,80~84歲,2014,氣管、支氣管和肺癌,9,646749,肝和肝內膽管癌,8,303736,結腸、直腸和肛門癌,19,1145071,胃癌,3,80692,口腔癌,1,1152,女性乳癌,3,170080,食道癌,0,0,胰臟癌,1,22074,非何杰金氏淋巴瘤,0,0,前列腺(攝護腺)癌,0,0,白血病,1,0,子宮頸及部位未明示子宮癌,4,16249,鼻咽癌,1,17235,膀胱癌,0,0,卵巢癌,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,85歲以上,2014,氣管、支氣管和肺癌,6,706737,肝和肝內膽管癌,3,21192,結腸、直腸和肛門癌,8,1230682,胃癌,2,277160,口腔癌,2,838,女性乳癌,2,33499,食道癌,0,0,胰臟癌,0,0,非何杰金氏淋巴瘤,2,21531,前列腺(攝護腺)癌,0,0,白血病,0,0,子宮頸及部位未明示子宮癌,2,1880,鼻咽癌,0,0,膀胱癌,3,14292,卵巢癌,1,55865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣東石鄉,,2014,氣管、支氣管和肺癌,,,肝和肝內膽管癌,,,結腸、直腸和肛門癌,,,胃癌,,,口腔癌,,,女性乳癌,,,食道癌,,,胰臟癌,,,非何杰金氏淋巴瘤,,,前列腺(攝護腺)癌,,,白血病,,,子宮頸及部位未明示子宮癌,,,鼻咽癌,,,膀胱癌,,,卵巢癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
